step,lambda_raw,lambda_used,lambda_curvature,lambda_norm,grad_cosine,emotion_grad_norm,alignment_grad_norm,beta,directional_margin,constraint_active,feasible
17,0.7732788119718028,0.6932010734971338,2.7776249101356076,0.7732788119718028,0.0018399688596067749,7.416398048400879,4.7954230308532715,10000.0,11.045953737257982,True,True
18,0.9753056020428734,0.7214115263517077,2.6559560386212264,0.9753056020428734,-0.04518737496430259,8.5217924118042,4.368780612945557,10000.0,13.31054500386243,True,True
19,1.0,0.7492703737165369,3.5729705858457246,1.1172825211950146,-0.0071169652248692875,10.992682456970215,4.919383525848389,10000.0,23.8794450521884,True,True
20,1.0,0.7743433363448833,3.4734074545184312,1.0873652989560965,-0.0007006513224917279,11.162208557128906,5.132685661315918,10000.0,24.887896446117026,True,True
21,1.0,0.796909002710395,3.8861806357005184,1.0016957094314631,0.04651524825351666,9.470047950744629,4.72700834274292,10000.0,19.595729302971435,True,True
22,0.8329460374999452,0.80051270618935,2.7703293730625815,0.8329460374999452,0.021337298715376433,7.974785327911377,4.78709602355957,10000.0,13.371517092677202,True,True
23,1.0,0.820461435570415,2.8669775662287664,1.1429199379652792,-0.03218292857756922,9.370633125305176,4.099426746368408,10000.0,16.547431141090314,True,True
24,1.0,0.8384152920133735,3.5318578505037075,1.0373894545690063,0.04070921352502418,8.050006866455078,3.879934787750244,10000.0,14.02655985047054,True,True
25,0.5856218655793297,0.5856218655793297,2.391916907136792,0.5856218655793297,0.09027260321540527,5.614355087280273,4.793498516082764,10000.0,7.72693720695267,True,True
26,0.6742905132192846,0.5944887303433252,1.9988768543132922,0.6742905132192846,0.0239297926106902,5.685397148132324,4.215836524963379,10000.0,6.805726751988285,True,True
27,0.6597239115416966,0.6010122484631623,2.6742926247472187,0.6597239115416966,0.1053958831700737,6.781421184539795,5.139590263366699,10000.0,11.405316648253319,True,True
28,0.6589757397189538,0.6068085975887414,2.115982286281945,0.6589757397189538,0.056658849265892215,6.192397117614746,4.6985015869140625,10000.0,8.669473420367307,True,True
29,0.8161953686628513,0.6277472746961523,2.1318461912331523,0.8161953686628513,0.015144214837879928,6.853050231933594,4.19816780090332,10000.0,9.666370816863072,True,True
30,0.9447332511294666,0.6594458723394837,2.6270772568950944,0.9447332511294666,0.03676698988136643,7.179637908935547,3.7998228073120117,10000.0,10.970899385462076,True,True
31,0.7680018344953062,0.6703014685550659,1.502067584991445,0.7680018344953062,-0.0406142871162957,7.761434555053711,5.053005218505859,10000.0,10.98029414410206,True,True
32,0.8338617780399011,0.6866574995035494,2.0469658719090646,0.8338617780399011,0.020513631590637058,7.282494068145752,4.366727352142334,10000.0,11.054883031602031,True,True
33,0.8912525142355878,0.7071170009767532,1.8530712047284539,0.8912525142355878,-0.013162238716839487,6.3310346603393555,3.551762580871582,10000.0,7.807114223162358,True,True
34,0.8076781973560571,0.7171731206146835,1.6677585952938314,0.8076781973560571,-0.008374135460415157,6.934837818145752,4.293069839477539,10000.0,9.43959481068044,True,True
35,0.6539097986451651,0.6539097986451651,1.0417171167757762,0.6539097986451651,-0.06677876650205812,10.509157180786133,8.035632133483887,10000.0,18.400873821841685,True,True
36,0.5030850450687545,0.5030850450687545,1.1782005415038221,0.5030850450687545,0.03632718902789773,4.557603359222412,4.5296549797058105,10000.0,4.531639290919092,True,True
37,0.779931749142372,0.5307697154761162,1.7506805995352737,0.779931749142372,0.03258324476114147,6.126117706298828,3.927342176437378,10000.0,7.921951010907982,True,True
38,0.9392647328030609,0.5716192172088106,1.3814304108333981,0.9392647328030609,-0.06806591067163502,8.602240562438965,4.579241752624512,10000.0,13.267063316660767,True,True
39,0.9436726685758265,0.6088245623455122,1.538828096977931,0.9436726685758265,-0.03475364462353375,8.051947593688965,4.266282081604004,10000.0,12.239924967489621,True,True
40,0.7582612877865594,0.6237682348896169,1.4227288865222947,0.7582612877865594,0.007804639721254021,6.110385894775391,4.029208660125732,10000.0,7.587220462592132,True,True
41,0.6179683075705914,0.6179683075705914,1.2346485248209833,0.6179683075705914,0.03088901917905459,5.129454135894775,4.150256633758545,10000.0,5.668625067477233,True,True
42,0.6882637289730981,0.624997849710842,1.447179899858155,0.6882637289730981,0.051346880157140964,5.651142120361328,4.105360984802246,10000.0,7.13160795984993,True,True
43,0.862374204041038,0.6487354851438616,1.7519798199168934,0.862374204041038,0.04964430069415042,8.315462112426758,4.821260929107666,10000.0,15.120553961710549,True,True
44,0.622889682762365,0.622889682762365,0.9911004851747358,0.622889682762365,-0.006447578943084018,5.536386966705322,4.444115161895752,10000.0,6.031501886051103,True,True
45,0.7751116088201562,0.6381118753681441,1.2027315634764961,0.7751116088201562,-0.005713201768621676,6.8861083984375,4.442010879516602,10000.0,9.372183654949382,True,True
46,0.8341054431019076,0.6577112321415204,1.0808223886667643,0.8341054431019076,-0.04515918125863785,7.166065216064453,4.295659065246582,10000.0,9.356191483770466,True,True
47,0.6200479861083181,0.6200479861083181,0.9616376125707332,0.6200479861083181,0.008891538736505462,8.954002380371094,7.2204108238220215,10000.0,16.391267544090667,True,True
48,1.0,0.6580431874974864,1.5946036722254717,1.0257111819790474,0.01703786032287546,11.789040565490723,5.746764183044434,10000.0,28.5558715876725,True,True
49,0.8663368385626427,0.678872552604002,1.307431459808833,0.8663368385626427,0.01701503930863986,7.605364799499512,4.389380931854248,10000.0,11.953921409925655,True,True
50,1.0,0.7109852973436018,1.5108836218264599,1.0247035372165314,0.01878528429560034,8.313048362731934,4.056318759918213,10000.0,14.271725986652896,True,True
51,0.7487568300756882,0.7147624506168104,1.0822263275977706,0.7487568300756882,0.021549599181465765,6.646894931793213,4.438620567321777,10000.0,9.2906732490991,True,True
52,0.8274676896157691,0.7260329745167062,1.1435485298616377,0.8274676896157691,0.01811679222651498,7.083382606506348,4.28015661239624,10000.0,10.433646091766065,True,True
53,0.9033378696865829,0.7437634640336939,1.1567539605638826,0.9033378696865829,0.006996288832427038,7.5880937576293945,4.20003080368042,10000.0,11.681672781485325,True,True
54,0.765082776346146,0.7458953952649391,0.8069280769639041,0.765082776346146,-0.033288516598325144,6.705657482147217,4.382308483123779,10000.0,8.263514935948535,True,True
55,0.6172850426053422,0.6172850426053422,0.6172850426053422,0.6660243504716121,-0.05680954601367859,5.783928871154785,4.342130184173584,10000.0,5.810056782230692,True,True
56,0.679799982772373,0.6235365366220453,0.7798769731379637,0.679799982772373,0.005432262897219007,5.501779079437256,4.046616077423096,10000.0,6.129326152405934,True,True
57,0.8195541457626153,0.6431382975361024,1.0065432783465653,0.8195541457626153,0.03102781068154134,7.8182573318481445,4.7698235511779785,10000.0,12.96919203762409,True,True
58,0.6980994791237474,0.6486344156948669,0.6980994791237474,0.729173145342996,-0.019713098879671404,6.086832523345947,4.17379093170166,10000.0,7.085060475852249,True,True
59,0.6132505237590885,0.6132505237590885,0.6775052057156609,0.6132505237590885,0.02392261829931459,8.176190376281738,6.6662726402282715,10000.0,14.169632395879276,True,True
60,0.9242150957132113,0.6443469809545008,0.9242150957132113,0.9735928973797576,-0.001665260211228516,8.863996505737305,4.55220890045166,10000.0,15.67079022372635,True,True
61,0.6430231828134823,0.6430231828134823,0.6430231828134823,0.7932350016267228,-0.02712753432140695,7.222039699554443,4.55226993560791,10000.0,9.858082830252954,True,True
62,0.6522810226588621,0.6439489667980202,0.6522810226588621,0.8183575459267126,-0.01953233453735774,6.617022514343262,4.042867660522461,10000.0,8.420518563261638,True,True
63,0.7111039071190145,0.6506644608301195,0.7111039071190145,0.7760244306846015,0.022053488767876283,6.719313144683838,4.329318046569824,10000.0,9.447259121631546,True,True
64,0.581168721459799,0.581168721459799,0.581168721459799,0.7477329092068724,-0.001318757203873038,6.916291236877441,4.62484073638916,10000.0,9.542501599195248,True,True
65,0.8264145551746147,0.6056933048312806,0.8264145551746147,1.0398232462562302,0.015346334259675048,11.60694408416748,5.581210136413574,10000.0,27.546378811375362,True,True
66,0.6843282897132249,0.613556803319475,0.6843282897132249,1.0826347035693453,-0.01642737029012095,9.719799041748047,4.488955974578857,10000.0,18.455128829006924,True,True
67,0.4472653877184252,0.4472653877184252,0.4472653877184252,0.8199711231366027,-0.028939141650736286,8.443001747131348,5.148353099822998,10000.0,13.694234437780459,True,True
68,0.3346212401330874,0.3346212401330874,0.3346212401330874,0.5740087124582973,-0.0011583020999432307,5.6211628913879395,4.896409034729004,10000.0,6.308826543590417,True,True
69,0.3021413487641365,0.3021413487641365,0.3021413487641365,0.5529633020810413,0.004407988349196613,5.845274925231934,5.285409450531006,10000.0,6.874594411743487,True,True
70,0.4149019660554087,0.3134174104932637,0.4149019660554087,0.7651524428889706,0.020239468497189862,6.792879104614258,4.438905715942383,10000.0,9.419913582743362,True,True
71,0.17689307106753646,0.17689307106753646,0.17689307106753646,0.4379561146752595,-0.00011971504791524507,4.7240190505981445,5.393256187438965,10000.0,4.46273165981135,True,True
72,0.17685937774993907,0.17685937774993907,0.17685937774993907,0.8822647320541227,-0.05272837970427748,6.489346981048584,3.677664279937744,10000.0,8.19976562502027,True,True
73,0.18342366981172262,0.1775158069561174,0.18342366981172262,0.716319450631458,0.00933380961840787,6.785885810852051,4.736633777618408,10000.0,9.262905711162198,True,True
74,0.0,0.0,0.0,0.7198485117788174,-0.05695859901034156,7.585723876953125,5.268972396850586,10000.0,11.508641347475347,True,False
75,0.0,0.0,0.0,0.7842375368295607,0.04613962665024852,7.93886661529541,5.061519145965576,10000.0,12.6051206270904,True,False
76,0.0,0.0,0.0,0.6992953937607063,0.06500930374932169,6.003656387329102,4.292646884918213,10000.0,7.208778003423504,True,False
77,0.0,0.0,0.0,0.708035925199801,-0.05978865029977345,5.631161689758301,3.976607322692871,10000.0,6.341996395240312,True,False
78,0.0,0.0,0.0,0.7264439028568972,-0.05415174414884154,6.8823018074035645,4.73698091506958,10000.0,9.47321563363807,True,False
79,0.0,0.0,0.0,0.5483953943870671,-0.009691390888591287,5.136867046356201,4.6835432052612305,10000.0,5.277480610388054,True,False
80,0.0,0.0,0.0,0.42951630304483335,0.0363665862932982,4.578832149505615,5.330219268798828,10000.0,4.193140770669242,True,False
81,0.0,0.0,0.0,0.767001073974283,0.010724117600573216,6.946399688720703,4.528285503387451,10000.0,9.650493727091813,True,False
82,0.0,0.0,0.0,0.6881643682961492,0.010844151626633125,6.749057769775391,4.903666973114014,10000.0,9.109956155953114,True,False
83,0.0,0.0,0.0,0.7104357683158445,0.01763038989446609,5.590534210205078,3.9345810413360596,10000.0,6.250814551094663,True,False
84,0.0,0.0,0.0,0.7024459262379568,0.002149001358334787,6.466198921203613,4.602631092071533,10000.0,8.36234569771495,True,False
85,0.0,0.0,0.0,0.5578558238849236,-0.0356317618563068,5.30727481842041,4.756851673126221,10000.0,5.633433199647879,True,False
86,0.0,0.0,0.0,1.0255641320777265,0.019868111090525907,12.464540481567383,6.076919078826904,10000.0,31.072953883326406,True,False
87,0.0,0.0,0.0,0.8318209134816549,0.0447335752337816,7.109620094299316,4.273528099060059,10000.0,10.109339577052921,True,False
88,0.0,0.0,0.0,0.6491234178505354,-0.01800532275919807,6.240755081176758,4.807063579559326,10000.0,7.7894047966467035,True,False
89,0.0,0.0,0.0,0.901426902684348,0.11151822804112957,6.97266960144043,3.8675734996795654,10000.0,9.723624274170284,True,False
90,0.0,0.0,0.0,0.811384587020649,-0.013244040929171422,6.295609474182129,3.879547119140625,10000.0,7.926939730282356,True,False
91,0.0,0.0,0.0,0.6251059071438004,-0.025024430597022227,5.841456890106201,4.6723737716674805,10000.0,6.8245237197938415,True,False
92,0.0,0.0,0.0,0.8974131843924613,-0.03619249560175777,7.339011192321777,4.0889811515808105,10000.0,10.772217056204859,True,False
93,0.0,0.0,0.0,0.9890262561468541,-0.06158795831294229,7.623762607574463,3.8541760444641113,10000.0,11.624351259330112,True,False
94,0.0,0.0,0.0,1.1106782109565314,-0.022249445156859643,9.335947036743164,4.202813625335693,10000.0,17.431981414574693,True,False
95,0.0,0.0,0.0,0.63466760820675,0.08771975161296326,5.5199127197265625,4.348664283752441,10000.0,6.093887286679816,True,False
96,0.0,0.0,0.0,0.6661263179047529,0.06101234362634405,6.80943489074707,5.1112189292907715,10000.0,9.273680706264713,True,False
97,0.0,0.0,0.0,1.1230141043240585,0.022041205766858203,11.541046142578125,5.138424396514893,10000.0,26.639149213023472,True,False
98,0.0,0.0,0.0,0.6792237489246352,0.051258606001041256,7.023533821105957,5.170265197753906,10000.0,9.866005467243845,True,False
99,0.0,0.0,0.0,1.1253960193678811,0.01646215558398454,8.865321159362793,3.938756227493286,10000.0,15.718783851729128,True,False
100,0.0,0.0,0.0,0.6659881663787492,0.0702018263040642,6.437007427215576,4.832674026489258,10000.0,8.287012923605694,True,False
101,0.0,0.0,0.0,0.5844749943566988,0.03394480397411917,5.148478031158447,4.404361248016357,10000.0,5.3013652074642295,True,False
102,0.0,0.0,0.0,0.770788814139872,0.03267461228724646,6.5279154777526855,4.234568119049072,10000.0,8.522736096936612,True,False
103,0.0,0.0,0.0,0.5892626817074916,-0.07316412294513708,5.204762935638428,4.416335105895996,10000.0,5.417911443239106,True,False
104,0.0,0.0,0.0,0.8386576567272084,0.021211090233096704,6.776058673858643,4.03982400894165,10000.0,9.18299423031499,True,False
105,0.0,0.0,0.0,0.5427235146004367,-0.07121408095219615,5.14246129989624,4.737643718719482,10000.0,5.288981644186105,True,False
106,0.0,0.0,0.0,0.5303756271733078,0.022186868252945843,5.63117790222168,5.308669567108154,10000.0,6.342032913293949,True,False
107,0.0,0.0,0.0,0.8083941811260125,-0.03155866199903515,6.026721954345703,3.727588653564453,10000.0,7.264275502998498,True,False
108,0.0,0.0,0.0,0.6735650219473182,0.018784855585329125,5.588497638702393,4.148447036743164,10000.0,6.246261171556441,True,False
109,0.0,0.0,0.0,0.9111339439520568,0.04571523740549314,7.477990627288818,4.103672504425049,10000.0,11.184068764363879,True,False
110,0.0,0.0,0.0,0.5716653922202681,-0.009117733287539974,5.177563190460205,4.528491020202637,10000.0,5.361432118241691,True,False
111,0.0,0.0,0.0,0.7782893758037382,-0.007766523300652621,7.139062404632568,4.586380481719971,10000.0,10.193242403447627,True,False
112,0.0,0.0,0.0,0.6432362939879538,-0.03628944872541853,4.980318546295166,3.871297836303711,10000.0,4.960714564514319,True,False
113,0.0,0.0,0.0,0.6734161031474794,0.019327862874831243,6.944036483764648,5.155828952789307,10000.0,9.6439285375709,True,False
114,0.0,0.0,0.0,0.8108056204902966,0.014823442123005102,6.71811056137085,4.142861366271973,10000.0,9.026601902960508,True,False
115,0.0,0.0,0.0,0.5924727921042477,-0.05169372722363415,4.8615522384643555,4.102764129638672,10000.0,4.726938033463558,True,False
116,0.0,0.0,0.0,1.08105923012808,0.03391275348772472,8.73892879486084,4.041836261749268,10000.0,15.273775296329582,True,False
117,0.0,0.0,0.0,0.5329887636449748,0.029351346894810334,4.683555603027344,4.393671989440918,10000.0,4.387138617329764,True,False
118,0.0,0.0,0.0,0.6463171589379821,0.008492228602827685,6.471282482147217,5.006274700164795,10000.0,8.375499392749084,True,False
119,0.0,0.0,0.0,0.6515984015702765,0.07541923420795427,5.518122673034668,4.234297275543213,10000.0,6.089935566931853,True,False
120,0.0,0.0,0.0,0.6690440691057941,0.004749125744060831,5.769077777862549,4.3114333152771,10000.0,6.656451681405496,True,False
121,0.0,0.0,0.0,0.6017287751036084,-0.024929445971711473,4.929971218109131,4.096506118774414,10000.0,4.860923242276883,True,False
122,0.0,0.0,0.0,0.6506548550336638,0.05835021516806519,5.498913288116455,4.2256760597229,10000.0,6.047609470044744,True,False
123,0.0,0.0,0.0,0.8553425035922307,-0.040251162157814754,7.6780900955200195,4.4883131980896,10000.0,11.79061350298452,True,False
124,0.0,0.0,0.0,0.7428394624804919,0.043059326752117204,5.894082546234131,3.9672653675079346,10000.0,6.948041812364362,True,False
125,0.0,0.0,0.0,0.6380841501798847,0.026085970136732077,6.209742069244385,4.865927219390869,10000.0,7.712179313308706,True,False
126,0.0,0.0,0.0,0.7831554728401009,-0.05776055955309768,6.447831630706787,4.11657190322876,10000.0,8.314906547588585,True,False
127,0.0,0.0,0.0,0.7587407209370043,-0.004926408263516385,6.557918071746826,4.321580410003662,10000.0,8.60125788714872,True,False
128,0.0,0.0,0.0,0.7235450360645652,0.009970629981260616,6.379830837249756,4.408730983734131,10000.0,8.140448302384584,True,False
129,0.0,0.0,0.0,0.7482176834112187,-0.0035690596577561636,7.864936828613281,5.255781173706055,10000.0,12.371446263615503,True,False
130,0.0,0.0,0.0,0.8844657027532933,-0.004252506964648753,7.926389217376709,4.480891227722168,10000.0,12.565529205069147,True,False
131,0.0,0.0,0.0,0.9202531581005492,0.034614043644283256,7.742862224578857,4.2069196701049805,10000.0,11.990383085762048,True,False
132,0.0,0.0,0.0,0.8423443123853286,0.07106627640725557,8.923157691955566,5.296621322631836,10000.0,15.924548639101154,True,False
133,0.0,0.0,0.0,0.7116886130278778,0.00452888334067528,5.467043399810791,3.840895652770996,10000.0,5.977712707082944,True,False
134,0.0,0.0,0.0,0.645080814578467,0.0466635879285464,5.757296562194824,4.462461471557617,10000.0,6.6292927410120654,True,False
135,0.0,0.0,0.0,0.6759321056736157,-0.023601360690041356,6.156313419342041,4.553943634033203,10000.0,7.580038983434179,True,False
136,0.0,0.0,0.0,0.6011586057895157,-0.058760705157982054,6.6254377365112305,5.510557174682617,10000.0,8.779285040077411,True,False
137,0.0,0.0,0.0,0.7058281043612041,-0.005592242319641239,7.935078144073486,5.62111234664917,10000.0,12.593093030510545,True,False
138,0.0,0.0,0.0,0.8422177351894993,-0.07280578842690832,7.6431169509887695,4.537494659423828,10000.0,11.683447345298369,True,False
139,0.0,0.0,0.0,0.7484551124239102,0.008206422814445342,6.398866653442383,4.274716377258301,10000.0,8.189098889707381,True,False
140,0.0,0.0,0.0,0.4899880684276871,0.003992847738064024,7.599006175994873,7.754276752471924,10000.0,11.548978972561642,True,False
141,0.0,0.0,0.0,0.8429920964937051,-0.006895004615738577,6.609167098999023,3.920064687728882,10000.0,8.73621794849823,True,False
142,0.0,0.0,0.0,0.5829516424941678,0.02500427009399742,7.141147613525391,6.124991416931152,10000.0,10.199197847631872,True,False
143,0.0,0.0,0.0,0.6395944017129999,0.004030879410296314,5.773906230926514,4.5137248039245605,10000.0,6.667598632706401,True,False
144,0.0,0.0,0.0,0.5055401352909009,-0.009652584694635702,4.233681678771973,4.187285423278809,10000.0,3.5848121114338927,True,False
145,0.0,0.0,0.0,0.432852957120213,0.02007251114662366,4.51190185546875,5.211818218231201,10000.0,4.0714516706764705,True,False
146,0.0,0.0,0.0,0.8299171105631928,0.07662263235617985,9.053515434265137,5.454469680786133,10000.0,16.393228343695412,True,False
147,0.0,0.0,0.0,0.6445724566949314,-0.011306324634450325,5.344176292419434,4.145520210266113,10000.0,5.712044048891585,True,False
148,0.0,0.0,0.0,0.9437709013553375,-0.04790359136500712,8.413738250732422,4.457510948181152,10000.0,14.15819827036757,True,False
149,0.0,0.0,0.0,0.590285193393328,-0.014110353195420151,5.013932228088379,4.247042179107666,10000.0,5.027903277572658,True,False
150,0.0,0.0,0.0,0.7902921041325981,-0.03503891699770795,7.4137864112854,4.690535545349121,10000.0,10.992845790432007,True,False
151,0.0,0.0,0.0,0.7991062550837644,0.007281153773097032,6.875066757202148,4.301722526550293,10000.0,9.453308583197213,True,False
152,0.0,0.0,0.0,0.6560422718860763,0.027998782459560462,5.740159034729004,4.3748393058776855,10000.0,6.589885148796199,True,False
153,0.0,0.0,0.0,0.6653149098744544,-0.044148871346267056,6.065934658050537,4.558694362640381,10000.0,7.359112655147737,True,False
154,0.0,0.0,0.0,0.9269157968837781,0.021688801373035305,8.941987037658691,4.823516368865967,10000.0,15.991826436331209,True,False
155,0.0,0.0,0.0,0.7501185146168028,-0.004086200439345825,7.768489837646484,5.17817497253418,10000.0,12.069886871523337,True,False
156,0.0,0.0,0.0,0.5160844343947221,-0.01603734412883906,4.237242221832275,4.105183124542236,10000.0,3.5908443292956225,True,False
157,0.0,0.0,0.0,1.062307164340498,-0.00292657902085211,8.761809349060059,4.123952865600586,10000.0,15.353860613855247,True,False
158,0.0,0.0,0.0,0.7474256961704243,-0.03701860394775914,6.755716800689697,4.519323348999023,10000.0,9.127941898224208,True,False
159,0.0,0.0,0.0,0.5822436244216442,-0.016885167208348862,5.52625036239624,4.7456512451171875,10000.0,6.107888613576915,True,False
160,0.0,0.0,0.0,0.9324843691592242,-0.05794156846976308,8.595261573791504,4.6087965965271,10000.0,14.77570430437936,True,False
161,0.0,0.0,0.0,0.874245144253867,0.0668743904028446,7.208855628967285,4.122902870178223,10000.0,10.39351989585866,True,False
162,0.0,0.0,0.0,0.6529391237445371,-0.07990419051914077,5.856409549713135,4.484652042388916,10000.0,6.8595065627942375,True,False
163,0.0,0.0,0.0,0.5280269947554472,-0.014619322793946132,4.056618690490723,3.8412985801696777,10000.0,3.291231040007732,True,False
164,0.0,0.0,0.0,0.6695314613723463,-0.041522437907946914,5.1542510986328125,3.8491477966308594,10000.0,5.31326087755151,True,False
165,0.0,0.0,0.0,0.6919142785752339,-0.07105911750674926,5.477123737335205,3.957949638366699,10000.0,5.99977688681615,True,False
166,0.0,0.0,0.0,0.7257056224402201,-0.01938181395199624,6.979423522949219,4.808715343475342,10000.0,9.742470542539373,True,False
167,0.0,0.0,0.0,1.022629320082997,0.05127171855637148,7.877998352050781,3.851834774017334,10000.0,12.412571606982965,True,False
168,0.0,0.0,0.0,1.0863071738051202,0.015240430668419852,9.188167572021484,4.22908353805542,10000.0,16.884484666309433,True,False
169,0.0,0.0,0.0,0.5664457312686488,0.030142837112181832,5.17590856552124,4.568759441375732,10000.0,5.358005895727228,True,False
170,0.0,0.0,0.0,1.0756312985594623,0.010158054340565357,8.155107498168945,3.790847063064575,10000.0,13.30115566133827,True,False
171,0.0,0.0,0.0,0.6975887906493236,0.019964091013403202,6.798351287841797,4.8727498054504395,10000.0,9.24351604658004,True,False
172,0.0,0.0,0.0,1.0677618381755547,-0.08313795327832214,8.781025886535645,4.111884117126465,10000.0,15.421283124001818,True,False
173,0.0,0.0,0.0,0.5753290370751607,-0.01813324807939015,4.782411098480225,4.156239986419678,10000.0,4.574291182973365,True,False
174,0.0,0.0,0.0,0.7760864241748818,0.0032015498101430322,7.317326545715332,4.714247226715088,10000.0,10.708653555326052,True,False
175,0.0,0.0,0.0,0.7025558422135436,-0.044186943828825855,6.569407939910889,4.675363540649414,10000.0,8.631424136192841,True,False
176,0.0,0.0,0.0,0.6560027432816055,-0.007346208356252615,5.196866512298584,3.9610097408294678,10000.0,5.401484309330087,True,False
177,0.0,0.0,0.0,0.7866801273695966,-0.05165532785740918,6.509885787963867,4.137568473815918,10000.0,8.475722594466788,True,False
178,0.0,0.0,0.0,0.5219604785328282,0.05969940228319204,4.826879024505615,4.623797416687012,10000.0,4.659752223442457,True,False
179,0.0,0.0,0.0,0.40245687637914895,-0.024047355550760645,5.893283367156982,7.321633338928223,10000.0,6.946157769121825,True,False
180,0.0,0.0,0.0,0.516560525175177,0.03487149119539265,5.222580432891846,5.055148601531982,10000.0,5.455069275604956,True,False
181,0.0,0.0,0.0,0.5369504856843971,-0.03329534974391879,4.521584510803223,4.210429668426514,10000.0,4.088945297667124,True,False
182,0.0,0.0,0.0,0.6916850082005698,-0.12389166356303369,6.426238536834717,4.645350456237793,10000.0,8.259308346459918,True,False
183,0.0,0.0,0.0,0.9613862279209435,0.0624045118402308,8.030041694641113,4.17628288269043,10000.0,12.89631392353494,True,False
184,0.0,0.0,0.0,0.7775374581469022,0.014394103835156977,8.144129753112793,5.237130165100098,10000.0,13.265369887107404,True,False
185,0.0,0.0,0.0,0.8316486186265616,-0.009973410831336151,7.478421211242676,4.496142387390137,10000.0,11.185356762552871,True,False
186,0.0,0.0,0.0,0.8331404638182854,-0.0011700657609704792,6.943580627441406,4.167112827301025,10000.0,9.642662385955916,True,False
187,0.0,0.0,0.0,0.5999856862710303,-0.047971848146528814,4.868951797485352,4.057556629180908,10000.0,4.7413383212471665,True,False
188,0.0,0.0,0.0,0.7073199144961139,0.017586581621110098,6.381058692932129,4.510730266571045,10000.0,8.143582008528938,True,False
189,0.0,0.0,0.0,0.8810830898581087,0.002857971744015668,7.028527736663818,3.988572597503662,10000.0,9.88004042901052,True,False
190,0.0,0.0,0.0,0.8581975763431003,0.009333294895888746,6.885602951049805,4.011665344238281,10000.0,9.482305599901153,True,False
191,0.0,0.0,0.0,0.7146656033059604,0.03635356110831048,6.361616134643555,4.450764179229736,10000.0,8.094031968911438,True,False
192,0.0,0.0,0.0,0.876887213963612,0.01425704474596458,7.188148498535156,4.098673343658447,10000.0,10.333895767398644,True,False
193,0.0,0.0,0.0,0.5327051128195934,-0.06346143974755517,4.664257526397705,4.377898216247559,10000.0,4.351059654511527,True,False
194,0.0,0.0,0.0,0.86900943713408,0.011627593490111292,6.452045917510986,3.712299108505249,10000.0,8.325779304334034,True,False
