epoch,train_loss,lr,val_accuracy,val_macro_f1,val_weighted_f1,val_q1_precision,val_q1_recall,val_q1_f1,val_q1_support,val_q2_precision,val_q2_recall,val_q2_f1,val_q2_support,val_q3_precision,val_q3_recall,val_q3_f1,val_q3_support,val_q4_precision,val_q4_recall,val_q4_f1,val_q4_support,val_alignment_positive_cosine,val_alignment_negative_cosine,val_alignment_gap,val_retrieval_a2l_r1,val_retrieval_a2l_r5,val_retrieval_a2l_r10,val_retrieval_a2l_median_rank,val_retrieval_l2a_r1,val_retrieval_l2a_r5,val_retrieval_l2a_r10,val_retrieval_l2a_median_rank
10,1.854097461213871,0.00012511489556141917,0.4939759036144578,0.42063245244443714,0.43799044497429807,0.4126984126984127,0.325,0.36363636363636365,80,0.6363636363636364,0.7857142857142857,0.7031963470319634,98,0.21428571428571427,0.03896103896103896,0.06593406593406594,77,0.43283582089552236,0.7532467532467533,0.5497630331753555,77,-0.03087877668440342,-0.031853727996349335,0.0009749513119459152,0.0030120480805635452,0.012048192322254181,0.024096384644508362,158.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,163.0
11,1.8203838601404307,0.0001231142905371058,0.5,0.42758719972370296,0.4446284925485413,0.45614035087719296,0.325,0.3795620437956204,80,0.6074074074074074,0.8367346938775511,0.703862660944206,98,0.2222222222222222,0.05194805194805195,0.08421052631578947,77,0.4426229508196721,0.7012987012987013,0.542713567839196,77,-0.030730288475751877,-0.031771060079336166,0.0010407716035842896,0.0030120480805635452,0.012048192322254181,0.027108434587717056,158.0,0.0030120480805635452,0.021084336563944817,0.03915662690997124,160.0
12,1.8017956164418434,0.00012083242842212957,0.5060240963855421,0.41232359123619455,0.43133215097824423,0.5,0.2375,0.3220338983050847,80,0.6187050359712231,0.8775510204081632,0.7257383966244726,98,0.15384615384615385,0.025974025974025976,0.044444444444444446,77,0.4295774647887324,0.7922077922077922,0.5570776255707762,77,-0.03203662484884262,-0.03315660357475281,0.0011199787259101868,0.0030120480805635452,0.009036144241690636,0.027108434587717056,161.0,0.0030120480805635452,0.024096384644508362,0.03915662690997124,160.0
13,1.7696374241186648,0.00011828042621934267,0.5180722891566265,0.4405879860959184,0.4591160324201012,0.48214285714285715,0.3375,0.39705882352941174,80,0.6694214876033058,0.826530612244898,0.7397260273972602,98,0.21428571428571427,0.03896103896103896,0.06593406593406594,77,0.4326241134751773,0.7922077922077922,0.5596330275229358,77,-0.033533066511154175,-0.03473615646362305,0.001203089952468872,0.0030120480805635452,0.012048192322254181,0.0301204826682806,158.0,0.0030120480805635452,0.024096384644508362,0.04216867312788963,162.0
14,1.7326973579367813,0.00011547071702695068,0.5240963855421686,0.4477749139584787,0.46571374113381137,0.5,0.3375,0.40298507462686567,80,0.6535433070866141,0.8469387755102041,0.7377777777777778,98,0.26666666666666666,0.05194805194805195,0.08695652173913043,77,0.4411764705882353,0.7792207792207793,0.5633802816901409,77,-0.034985385835170746,-0.0362812764942646,0.0012958906590938568,0.0030120480805635452,0.012048192322254181,0.0301204826682806,154.0,0.0030120480805635452,0.01807228848338127,0.04216867312788963,160.0
15,1.7078200627346427,0.00011241698946570798,0.5271084337349398,0.4578144995870196,0.4748210839088692,0.5,0.3375,0.40298507462686567,80,0.6484375,0.8469387755102041,0.7345132743362832,98,0.3,0.07792207792207792,0.12371134020618557,77,0.45384615384615384,0.7662337662337663,0.5700483091787439,77,-0.035823527723550797,-0.03721657022833824,0.001393042504787445,0.0,0.012048192322254181,0.0301204826682806,150.0,0.0030120480805635452,0.01807228848338127,0.04216867312788963,160.0
16,1.6801138289120732,0.00010913412098933331,0.536144578313253,0.4639919634735985,0.4811336282430969,0.5434782608695652,0.3125,0.3968253968253968,80,0.6466165413533834,0.8775510204081632,0.7445887445887446,98,0.3684210526315789,0.09090909090909091,0.14583333333333334,77,0.44776119402985076,0.7792207792207793,0.5687203791469194,77,-0.03734121099114418,-0.038837891072034836,0.0014966800808906555,0.0,0.01807228848338127,0.0301204826682806,153.0,0.0030120480805635452,0.021084336563944817,0.03915662690997124,161.0
17,1.6575161194314763,0.0001056381054030508,0.5391566265060241,0.47097049773903765,0.4882785244356885,0.5357142857142857,0.375,0.4411764705882353,80,0.6776859504132231,0.8367346938775511,0.7488584474885844,98,0.375,0.07792207792207792,0.12903225806451613,77,0.43884892086330934,0.7922077922077922,0.5648148148148148,77,-0.0382734052836895,-0.039885494858026505,0.0016120895743370056,0.0,0.012048192322254181,0.03313253074884415,153.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,164.0
18,1.630217077780743,0.00010194597494337854,0.5391566265060241,0.49081348753776965,0.5068653270014611,0.4931506849315068,0.45,0.47058823529411764,80,0.74,0.7551020408163265,0.7474747474747475,98,0.36,0.11688311688311688,0.17647058823529413,77,0.44776119402985076,0.7792207792207793,0.5687203791469194,77,-0.04025818780064583,-0.04197181388735771,0.0017136260867118835,0.0,0.01807228848338127,0.03313253074884415,144.0,0.0030120480805635452,0.021084336563944817,0.03915662690997124,162.0
19,1.614084927403197,9.80757172987844e-05,0.536144578313253,0.4898018731134479,0.5067231572764996,0.5211267605633803,0.4625,0.4900662251655629,80,0.7222222222222222,0.7959183673469388,0.7572815533980582,98,0.2727272727272727,0.11688311688311688,0.16363636363636364,77,0.45,0.7012987012987013,0.5482233502538071,77,-0.0396982841193676,-0.04151062294840813,0.0018123388290405273,0.0030120480805635452,0.01807228848338127,0.04518072307109833,143.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,164.0
20,1.5944805218248952,9.404618797547592e-05,0.5542168674698795,0.5066462668573948,0.523173386916265,0.5256410256410257,0.5125,0.5189873417721519,80,0.7475728155339806,0.7857142857142857,0.7661691542288557,98,0.32142857142857145,0.11688311688311688,0.17142857142857143,77,0.4634146341463415,0.7402597402597403,0.57,77,-0.04055902361869812,-0.04246945306658745,0.001910429447889328,0.0030120480805635452,0.01807228848338127,0.04216867312788963,145.0,0.0030120480805635452,0.021084336563944817,0.03915662690997124,164.0
21,1.5656475436930755,8.987701843526939e-05,0.5542168674698795,0.5009549714682899,0.5179347207550142,0.5205479452054794,0.475,0.49673202614379086,80,0.7549019607843137,0.7857142857142857,0.77,98,0.36363636363636365,0.1038961038961039,0.16161616161616163,77,0.45185185185185184,0.7922077922077922,0.5754716981132075,77,-0.042206015437841415,-0.04421481862664223,0.0020088031888008118,0.0030120480805635452,0.021084336563944817,0.04216867312788963,144.0,0.0030120480805635452,0.021084336563944817,0.03915662690997124,161.0
22,1.5589055358147135,8.558852045308121e-05,0.5572289156626506,0.5049768328021587,0.5222954676876373,0.5,0.5,0.5,80,0.7835051546391752,0.7755102040816326,0.7794871794871795,98,0.4,0.1038961038961039,0.16494845360824742,77,0.45185185185185184,0.7922077922077922,0.5754716981132075,77,-0.04189705476164818,-0.04399546980857849,0.002098415046930313,0.0030120480805635452,0.021084336563944817,0.048192769289016724,140.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,161.0
23,1.5473508591554603,8.12015871600023e-05,0.5512048192771084,0.4986355063124088,0.5156068299576914,0.5135135135135135,0.475,0.4935064935064935,80,0.76,0.7755102040816326,0.7676767676767676,98,0.38095238095238093,0.1038961038961039,0.16326530612244897,77,0.44525547445255476,0.7922077922077922,0.5700934579439252,77,-0.04259968921542168,-0.04477759450674057,0.0021779052913188934,0.0030120480805635452,0.021084336563944817,0.048192769289016724,138.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,163.0
24,1.5384460711965755,7.673759125406358e-05,0.5451807228915663,0.5109432956470578,0.5276580175072997,0.49382716049382713,0.5,0.4968944099378882,80,0.7894736842105263,0.7653061224489796,0.7772020725388601,98,0.34210526315789475,0.16883116883116883,0.22608695652173913,77,0.4491525423728814,0.6883116883116883,0.5435897435897435,77,-0.042561374604701996,-0.04481038078665733,0.0022490061819553375,0.0030120480805635452,0.024096384644508362,0.05120481923222542,134.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,163.0
25,1.528880041472766,7.221828087459945e-05,0.5572289156626506,0.5053439638039973,0.5228614305991761,0.5064935064935064,0.4875,0.4968152866242038,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.36363636363636365,0.1038961038961039,0.16161616161616163,77,0.45255474452554745,0.8051948051948052,0.5794392523364486,77,-0.04279645159840584,-0.04512515664100647,0.0023287050426006317,0.0030120480805635452,0.024096384644508362,0.05421686917543411,133.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,162.0
26,1.5140955934719162,6.766567364749918e-05,0.5542168674698795,0.5214606325687451,0.5380091525125051,0.5121951219512195,0.525,0.5185185185185185,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.35,0.18181818181818182,0.23931623931623933,77,0.45614035087719296,0.6753246753246753,0.5445026178010471,77,-0.04143620654940605,-0.04382139444351196,0.0023851878941059113,0.0030120480805635452,0.021084336563944817,0.05421686917543411,133.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,161.0
27,1.5071437821096303,6.310194941754673e-05,0.5512048192771084,0.5108483172198954,0.5280538472678391,0.5128205128205128,0.5,0.5063291139240507,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.34375,0.14285714285714285,0.2018348623853211,77,0.4444444444444444,0.7272727272727273,0.5517241379310345,77,-0.04229913651943207,-0.04474618658423424,0.00244705006480217,0.0030120480805635452,0.024096384644508362,0.05421686917543411,135.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,160.0
28,1.5075350391621491,5.854934219044645e-05,0.5512048192771084,0.5109473275303136,0.5281726971003561,0.5061728395061729,0.5125,0.5093167701863354,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.3548387096774194,0.14285714285714285,0.2037037037037037,77,0.4435483870967742,0.7142857142857143,0.5472636815920398,77,-0.041367750614881516,-0.04386300593614578,0.002495255321264267,0.0,0.01807228848338127,0.05722891539335251,135.0,0.0030120480805635452,0.021084336563944817,0.03614457696676254,160.0
29,1.4952835112201923,5.403003181098231e-05,0.5542168674698795,0.5165694896151546,0.5334463278922019,0.5189873417721519,0.5125,0.5157232704402516,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.34285714285714286,0.15584415584415584,0.21428571428571427,77,0.45081967213114754,0.7142857142857143,0.5527638190954773,77,-0.042513564229011536,-0.04504767432808876,0.0025341100990772247,0.0,0.021084336563944817,0.05722891539335251,135.0,0.0,0.021084336563944817,0.03614457696676254,160.0
30,1.4837873152324133,4.956603590504358e-05,0.5512048192771084,0.5141879014800128,0.5308090878890362,0.5125,0.5125,0.5125,80,0.7894736842105263,0.7653061224489796,0.7772020725388601,98,0.34285714285714286,0.15584415584415584,0.21428571428571427,77,0.45081967213114754,0.7142857142857143,0.5527638190954773,77,-0.04253316670656204,-0.04511460289359093,0.002581436187028885,0.0,0.024096384644508362,0.0632530152797699,136.0,0.0,0.021084336563944817,0.03313253074884415,160.0
31,1.4868574069470775,4.5179102611964684e-05,0.5542168674698795,0.5188804876929576,0.535590265867995,0.5189873417721519,0.5125,0.5157232704402516,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.35135135135135137,0.16883116883116883,0.22807017543859648,77,0.45,0.7012987012987013,0.5482233502538071,77,-0.042356353253126144,-0.04497572034597397,0.002619367092847824,0.0,0.024096384644508362,0.0632530152797699,136.0,0.0,0.021084336563944817,0.03313253074884415,160.0
32,1.4902068206242152,4.089060462977649e-05,0.5542168674698795,0.5188804876929576,0.535590265867995,0.5189873417721519,0.5125,0.5157232704402516,80,0.7916666666666666,0.7755102040816326,0.7835051546391752,98,0.35135135135135137,0.16883116883116883,0.22807017543859648,77,0.45,0.7012987012987013,0.5482233502538071,77,-0.04172169044613838,-0.04437203332781792,0.002650342881679535,0.0,0.024096384644508362,0.0632530152797699,136.0,0.0,0.021084336563944817,0.03614457696676254,160.0
33,1.905609444696076,3.6721435089569946e-05,0.5602409638554217,0.523219422682772,0.5402983935492273,0.5308641975308642,0.5375,0.5341614906832298,80,0.8085106382978723,0.7755102040816326,0.7916666666666666,98,0.34285714285714286,0.15584415584415584,0.21428571428571427,77,0.45081967213114754,0.7142857142857143,0.5527638190954773,77,-0.041436564177274704,-0.04414018616080284,0.002703621983528137,0.0,0.027108434587717056,0.0632530152797699,136.0,0.0,0.021084336563944817,0.03313253074884415,161.0
34,2.4031376400772406,3.269190576626148e-05,0.5602409638554217,0.5264111276291067,0.5431723089759831,0.5301204819277109,0.55,0.5398773006134969,80,0.8152173913043478,0.7653061224489796,0.7894736842105263,98,0.35135135135135137,0.16883116883116883,0.22807017543859648,77,0.45,0.7012987012987013,0.5482233502538071,77,-0.04076586291193962,-0.043527208268642426,0.0027613453567028046,0.0,0.024096384644508362,0.0602409653365612,136.0,0.0,0.021084336563944817,0.03313253074884415,159.0
35,2.841629052648739,2.8821648121667345e-05,0.5662650602409639,0.533050239481399,0.5495003114153629,0.5365853658536586,0.55,0.5432098765432098,80,0.8085106382978723,0.7755102040816326,0.7916666666666666,98,0.3684210526315789,0.18181818181818182,0.24347826086956523,77,0.4576271186440678,0.7012987012987013,0.5538461538461539,77,-0.03887331485748291,-0.04170108959078789,0.0028277747333049774,0.0,0.024096384644508362,0.0602409653365612,136.0,0.0030120480805635452,0.01807228848338127,0.0301204826682806,158.0
36,2.798069044035308,2.5129517661995077e-05,0.5692771084337349,0.5378720595922859,0.5542357405688868,0.5365853658536586,0.55,0.5432098765432098,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.38461538461538464,0.19480519480519481,0.25862068965517243,77,0.4576271186440678,0.7012987012987013,0.5538461538461539,77,-0.03788110241293907,-0.040767867118120193,0.002886764705181122,0.0,0.027108434587717056,0.0602409653365612,135.0,0.0030120480805635452,0.01807228848338127,0.0301204826682806,158.0
37,2.9910172880912316,2.163350207571258e-05,0.5662650602409639,0.5347019411212761,0.5509810176667259,0.5375,0.5375,0.5375,80,0.8085106382978723,0.7755102040816326,0.7916666666666666,98,0.38461538461538464,0.19480519480519481,0.25862068965517243,77,0.453781512605042,0.7012987012987013,0.5510204081632653,77,-0.03727402538061142,-0.04021751880645752,0.0029434934258461,0.0,0.024096384644508362,0.0602409653365612,135.0,0.0030120480805635452,0.01807228848338127,0.0301204826682806,158.0
38,2.9590374693578605,1.8350633599337905e-05,0.5692771084337349,0.5380091167686805,0.554393377717968,0.5432098765432098,0.55,0.546583850931677,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.38461538461538464,0.19480519480519481,0.25862068965517243,77,0.453781512605042,0.7012987012987013,0.5510204081632653,77,-0.03626478463411331,-0.039258480072021484,0.0029936954379081726,0.0,0.024096384644508362,0.0602409653365612,135.0,0.0030120480805635452,0.01807228848338127,0.027108434587717056,156.0
39,2.9061940008280227,1.5296906038095197e-05,0.5692771084337349,0.5380091167686805,0.554393377717968,0.5432098765432098,0.55,0.546583850931677,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.38461538461538464,0.19480519480519481,0.25862068965517243,77,0.453781512605042,0.7012987012987013,0.5510204081632653,77,-0.035417590290308,-0.03845306113362312,0.0030354708433151245,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0030120480805635452,0.01807228848338127,0.024096384644508362,155.0
40,2.8999507573186136,1.2487196845703211e-05,0.572289156626506,0.5419896851025037,0.5578240197721872,0.5432098765432098,0.55,0.546583850931677,80,0.8085106382978723,0.7755102040816326,0.7916666666666666,98,0.41025641025641024,0.2077922077922078,0.27586206896551724,77,0.4576271186440678,0.7012987012987013,0.5538461538461539,77,-0.03471574932336807,-0.0377863273024559,0.0030705779790878296,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0030120480805635452,0.0150602413341403,0.024096384644508362,154.0
41,2.958824094460935,9.935194642916292e-06,0.5753012048192772,0.5449463305288937,0.5606480014143551,0.5487804878048781,0.5625,0.5555555555555556,80,0.8085106382978723,0.7755102040816326,0.7916666666666666,98,0.41025641025641024,0.2077922077922078,0.27586206896551724,77,0.46153846153846156,0.7012987012987013,0.5567010309278351,77,-0.03415380045771599,-0.03725498914718628,0.003101188689470291,0.0,0.021084336563944817,0.0602409653365612,132.0,0.0060240961611270905,0.0150602413341403,0.024096384644508362,154.0
42,2.94287701042331,7.65333252794006e-06,0.5783132530120482,0.5496665988515721,0.5652892198727941,0.5487804878048781,0.5625,0.5555555555555556,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46153846153846156,0.7012987012987013,0.5567010309278351,77,-0.033789198845624924,-0.03691365197300911,0.003124453127384186,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0060240961611270905,0.0150602413341403,0.024096384644508362,154.0
43,3.0287748550882143,5.652727503626699e-06,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03343560919165611,-0.0365767702460289,0.0031411610543727875,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0060240961611270905,0.0150602413341403,0.024096384644508362,154.0
44,2.9650917831732304,3.9431263165545615e-06,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03313005343079567,-0.03628413751721382,0.003154084086418152,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
45,2.8595595311145394,2.532857971858525e-06,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03302258253097534,-0.03618474304676056,0.0031621605157852173,0.0,0.021084336563944817,0.0602409653365612,133.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
46,2.912517241069249,1.4287931551542913e-06,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.032936252653598785,-0.03610342741012573,0.003167174756526947,0.0,0.021084336563944817,0.0602409653365612,134.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
47,2.9178198697615643,6.363107592486322e-07,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03289970010519028,-0.036069393157958984,0.0031696930527687073,0.0,0.021084336563944817,0.0602409653365612,134.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
48,2.9691460911108525,1.5927167871435288e-07,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03287801891565323,-0.036048565059900284,0.003170546144247055,0.0,0.021084336563944817,0.0602409653365612,134.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
49,3.001689336737808,0.0,0.5813253012048193,0.5526031197662469,0.5680935370679613,0.5542168674698795,0.575,0.5644171779141104,80,0.8172043010752689,0.7755102040816326,0.7958115183246073,98,0.425,0.22077922077922077,0.2905982905982906,77,0.46551724137931033,0.7012987012987013,0.5595854922279793,77,-0.03287758305668831,-0.03604823350906372,0.003170650452375412,0.0,0.021084336563944817,0.0602409653365612,134.0,0.0060240961611270905,0.0150602413341403,0.027108434587717056,155.0
